ID,adj.P.Val,logFC,GI,Gene.symbol,Gene.title
ILMN_3187771,4.51e-10,0.72787429,574290526,DHRS4-AS1,DHRS4 antisense RNA 1
ILMN_1667857,4.57e-10,0.53587526,555290019,RITA1,RBPJ interacting and tubulin associated 1
ILMN_1789616,4.62e-10,0.54126733,197245407,NUPL2,nucleoporin like 2
ILMN_1740523,4.71e-10,-0.61361998,NA,,
ILMN_1711078,4.71e-10,1.06319302,928589413,CDK11A,cyclin dependent kinase 11A
ILMN_2044453,4.71e-10,0.64182304,219281880,LPAR5,lysophosphatidic acid receptor 5
ILMN_1702487,4.71e-10,-1.2476713,163644253,SGK1,serum/glucocorticoid regulated kinase 1
ILMN_1710758,4.79e-10,0.66902031,522020360,RNF20,ring finger protein 20
ILMN_1656145,4.89e-10,0.51526577,197304792,GOT1,glutamic-oxaloacetic transaminase 1
ILMN_1786429,4.97e-10,0.78850173,241982698,LPAR6,lysophosphatidic acid receptor 6
ILMN_3259712,4.97e-10,-0.84752228,NA,,
ILMN_1660436,5.14e-10,0.83535317,167466172,HSPA1B,heat shock protein family A (Hsp70) member 1B
ILMN_1808938,5.24e-10,0.48021194,110224467,PIGF,phosphatidylinositol glycan anchor biosynthesis class F
ILMN_1746396,5.24e-10,-0.80071705,148233337,CTNNB1,catenin beta 1
ILMN_1746686,5.31e-10,-0.60164792,974141106,POLR1C,RNA polymerase I subunit C
ILMN_2316778,5.32e-10,-0.69300634,87298842,ETNK1,ethanolamine kinase 1
ILMN_1686135,5.32e-10,-0.75984985,948284461,CEP95,centrosomal protein 95
ILMN_1688152,5.39e-10,0.76840932,393538534,IL27RA,interleukin 27 receptor subunit alpha
ILMN_1692199,5.40e-10,-0.84428809,312147320,RNF103,ring finger protein 103
ILMN_1655884,5.49e-10,-0.81879203,161377445,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
ILMN_1761804,5.57e-10,0.55213497,115387103,ALDH9A1,aldehyde dehydrogenase 9 family member A1
ILMN_2358457,5.57e-10,-0.63026956,563317857,ATF4,activating transcription factor 4
ILMN_3267476,5.72e-10,-0.66345804,NA,,
ILMN_1743340,5.90e-10,0.34597559,291621648,CHST14,carbohydrate sulfotransferase 14
ILMN_1805778,5.91e-10,0.71536349,118722348,RBM12B,RNA binding motif protein 12B
ILMN_1741572,5.95e-10,-0.60573405,332800986,AKAP8,A-kinase anchoring protein 8
ILMN_1673181,6.04e-10,-0.43019225,71480101,SNORD100,small nucleolar RNA, C/D box 100
ILMN_1756793,6.09e-10,-0.75166974,284507291,PAPD7,poly(A) RNA polymerase D7, non-canonical
ILMN_1690653,6.12e-10,0.65684901,428229679,CDK2AP2,cyclin dependent kinase 2 associated protein 2
ILMN_1799208,6.13e-10,-0.74487731,427197602,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2
ILMN_1703036,6.27e-10,0.46970822,18426901,WRNIP1,Werner helicase interacting protein 1
ILMN_1738116,6.41e-10,-0.72362386,194097410,TMEM119,transmembrane protein 119
ILMN_1779677,6.51e-10,0.45630797,297307112,ZCCHC6,zinc finger CCHC-type containing 6
ILMN_1706859,6.52e-10,-0.56899108,333609241,SMDT1,single-pass membrane protein with aspartate rich tail 1
ILMN_2405915,6.59e-10,0.57138271,1013369510,MRPS11,mitochondrial ribosomal protein S11
ILMN_2151488,6.59e-10,0.58782689,153791760,RMI1,RecQ mediated genome instability 1
ILMN_1680104,6.70e-10,0.55717183,223671914,SLC35C1,solute carrier family 35 member C1
ILMN_3266411,6.71e-10,-0.67533163,NA,,
ILMN_1797310,6.83e-10,0.93386001,312032433,ATP6V1D,ATPase H+ transporting V1 subunit D
ILMN_1728478,6.86e-10,-1.45479001,568599835,CXCL16,C-X-C motif chemokine ligand 16
ILMN_1696568,7.04e-10,-0.54860213,312836761,ATP2C1,ATPase secretory pathway Ca2+ transporting 1
ILMN_1733930,7.25e-10,0.52091748,41349447,PREB,prolactin regulatory element binding
ILMN_1776147,7.25e-10,0.60179262,304307767,C21orf59,chromosome 21 open reading frame 59
ILMN_3229324,7.38e-10,-1.41379159,163644253,SGK1,serum/glucocorticoid regulated kinase 1
ILMN_2350114,7.46e-10,0.30519864,574957136,TRIM13,tripartite motif containing 13
ILMN_3278627,7.70e-10,-0.59682218,NA,,
ILMN_3252395,8.07e-10,-0.69382715,NA,,
ILMN_2082130,8.32e-10,0.57276304,754502053,C1orf123,chromosome 1 open reading frame 123
ILMN_1656913,8.40e-10,0.45723827,312283699,MDH1,malate dehydrogenase 1
ILMN_3243644,8.40e-10,-0.91283375,NA,,
ILMN_1724493,8.40e-10,0.73127834,221139696,LYSMD2,LysM domain containing 2
ILMN_1681603,8.50e-10,-0.49987287,NA,,
ILMN_2146566,8.75e-10,-0.93615117,133922599,CLASRP,CLK4 associating serine/arginine rich protein
ILMN_1660847,8.75e-10,-0.86419348,223941849,PFKFB3,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
ILMN_3307651,9.30e-10,0.71766501,187608815,APOBEC3D,apolipoprotein B mRNA editing enzyme catalytic subunit 3D
ILMN_1796976,9.30e-10,0.59639901,312433958,NLRC4,NLR family CARD domain containing 4
ILMN_1795227,9.30e-10,1.4082762,83267869,DYNLL1,dynein light chain LC8-type 1
ILMN_2135272,9.30e-10,0.81059948,55774983,GIMAP2,GTPase, IMAP family member 2
ILMN_2075847,9.59e-10,0.45924349,734703960,ZC3H10,zinc finger CCCH-type containing 10
ILMN_1704793,9.64e-10,0.6877028,746816036,MYPOP,Myb related transcription factor, partner of profilin
ILMN_1756898,9.64e-10,0.45196618,305855066,COQ9,coenzyme Q9
ILMN_1690392,9.88e-10,0.5545031,323276613,COMMD3,COMM domain containing 3
ILMN_3235647,9.89e-10,-0.9137904,116256470,SIK1,salt inducible kinase 1
ILMN_1675387,9.92e-10,0.80758054,336455029,LIMS1,LIM zinc finger domain containing 1
ILMN_3214893,9.93e-10,1.2674755,NA,,
ILMN_3307158,1.00e-09,0.42895283,1007892877,ATG4A,autophagy related 4A cysteine peptidase
ILMN_3207490,1.03e-09,-0.7718826,NA,,
ILMN_1708485,1.05e-09,-0.48057776,109698603,BIN3,bridging integrator 3
ILMN_2398489,1.06e-09,0.44894945,532524979,SIGMAR1,sigma non-opioid intracellular receptor 1
ILMN_1686152,1.10e-09,-0.61140345,289577081,GGA2,golgi associated, gamma adaptin ear containing, ARF binding protein 2
ILMN_1783709,1.10e-09,0.49974842,57863286,RRAGA,Ras related GTP binding A
ILMN_1763129,1.10e-09,0.65184079,13129099,DCTPP1,dCTP pyrophosphatase 1
ILMN_1735461,1.11e-09,-0.896732,379317175,DDX21,DEAD-box helicase 21
ILMN_2090802,1.11e-09,0.69254528,221554544,TMEM79,transmembrane protein 79
ILMN_1724145,1.11e-09,-0.68000496,55770829,CBX4,chromobox 4
ILMN_1681543,1.11e-09,0.49229847,263190639,RHBDD1,rhomboid domain containing 1
ILMN_1670932,1.13e-09,-0.71463513,NA,,
ILMN_1784709,1.15e-09,0.77448209,188595694,GNPDA1,glucosamine-6-phosphate deaminase 1
ILMN_1685985,1.15e-09,-1.0953396,NA,,
ILMN_1666933,1.19e-09,0.55408946,387864277,ASH2L,ASH2 like histone lysine methyltransferase complex subunit
ILMN_1710017,1.19e-09,1.04585448,1041214821,CD79B,CD79b molecule
ILMN_1667453,1.19e-09,0.3902338,343098381,HINFP,histone H4 transcription factor
ILMN_1706610,1.20e-09,0.52671869,NA,,
ILMN_3290417,1.21e-09,-0.50461054,NA,,
ILMN_1685012,1.24e-09,-0.82370662,109150420,EAF1,ELL associated factor 1
ILMN_1790985,1.24e-09,-0.60960887,NA,,
ILMN_2172269,1.24e-09,-0.30884246,119369511,TMEM183B,transmembrane protein 183B
ILMN_1746426,1.24e-09,-0.63406902,354459408,TOMM70,translocase of outer mitochondrial membrane 70
ILMN_1662318,1.24e-09,-0.66714161,283046839,CCDC59,coiled-coil domain containing 59
ILMN_2151281,1.24e-09,-1.43050192,56676368,GABARAPL1,GABA type A receptor associated protein like 1
ILMN_1711627,1.32e-09,-0.59816558,55749556,SIAH1,siah E3 ubiquitin protein ligase 1
ILMN_3234756,1.33e-09,-0.42039871,94536758,SNORD6,small nucleolar RNA, C/D box 6
ILMN_1812278,1.40e-09,0.91021175,387763651,LY9,lymphocyte antigen 9
ILMN_1675191,1.40e-09,1.36014697,750321143,GAPT,GRB2-binding adaptor protein, transmembrane
ILMN_3235357,1.42e-09,-0.85604927,NA,,
ILMN_3307733,1.44e-09,0.50538108,134053958,TEFM,transcription elongation factor, mitochondrial
ILMN_3176959,1.45e-09,-0.66564948,NA,,
ILMN_1784540,1.45e-09,-0.53164971,223468658,KBTBD2,kelch repeat and BTB domain containing 2
ILMN_1864422,1.48e-09,-0.54978307,34194422,POU2F1,POU class 2 homeobox 1
ILMN_1662065,1.49e-09,0.5177275,374429543,WDR92,WD repeat domain 92
ILMN_1757732,1.53e-09,-0.42508827,186972130,OSGIN2,oxidative stress induced growth inhibitor family member 2
ILMN_1780582,1.53e-09,-1.81709093,94421023,CD83,CD83 molecule
ILMN_1696962,1.53e-09,-0.5331873,734520306,PDZD8,PDZ domain containing 8
ILMN_1708382,1.53e-09,0.45508061,89145414,ELP6,elongator acetyltransferase complex subunit 6
ILMN_1803312,1.55e-09,0.64186442,56786140,DIMT1,DIM1 dimethyladenosine transferase 1 homolog
ILMN_3292970,1.62e-09,-0.45260762,NA,,
ILMN_1744239,1.62e-09,-0.45728826,531990850,FEM1B,fem-1 homolog B
ILMN_2278433,1.62e-09,-0.6700442,NA,,
ILMN_1726752,1.69e-09,0.39391497,305410840,APTX,aprataxin
ILMN_2300186,1.72e-09,1.16061833,83267865,DYNLL1,dynein light chain LC8-type 1
ILMN_1770742,1.72e-09,-0.5323761,574268664,TMEM55B,transmembrane protein 55B
ILMN_1776993,1.72e-09,0.40466957,223029377,COG2,component of oligomeric golgi complex 2
ILMN_1651336,1.72e-09,0.36569327,110349749,MLYCD,malonyl-CoA decarboxylase
ILMN_2194828,1.73e-09,0.86433433,156523249,PAGR1,PAXIP1 associated glutamate rich protein 1
ILMN_1804479,1.75e-09,0.6381009,974005339,MRPL18,mitochondrial ribosomal protein L18
ILMN_1771903,1.75e-09,0.45470728,961513299,NUP37,nucleoporin 37
ILMN_1839019,1.75e-09,-0.46006685,34365429,LPP,LIM domain containing preferred translocation partner in lipoma
ILMN_2137464,1.75e-09,-0.56094086,41406096,DVL3,dishevelled segment polarity protein 3
ILMN_1671404,1.75e-09,-0.55639926,150417970,SVIL,supervillin
ILMN_3240222,1.75e-09,1.22880211,595582407,SGK223,homolog of rat pragma of Rnd2
ILMN_1674661,1.75e-09,-0.74329103,186972139,CIRBP,cold inducible RNA binding protein
ILMN_1669062,1.75e-09,1.11890059,183979981,CCR2,C-C motif chemokine receptor 2
ILMN_1757350,1.77e-09,-0.83524288,148233337,CTNNB1,catenin beta 1
ILMN_2380740,1.78e-09,0.62848397,183227673,MTO1,mitochondrial tRNA translation optimization 1
ILMN_1751234,1.81e-09,0.66339378,274321461,C1GALT1C1,C1GALT1 specific chaperone 1
ILMN_1795383,1.83e-09,0.74109584,216548144,RPUSD3,RNA pseudouridylate synthase domain containing 3
ILMN_1743104,1.83e-09,0.59083624,554790399,RBM4B,RNA binding motif protein 4B
ILMN_1678037,1.85e-09,0.5248977,344179118,HIRIP3,HIRA interacting protein 3
ILMN_1667086,1.85e-09,0.56207118,998429219,AP3M1,adaptor related protein complex 3 mu 1 subunit
ILMN_1804834,1.87e-09,0.4477654,1046354255,OARD1,O-acyl-ADP-ribose deacylase 1
ILMN_2354515,1.88e-09,0.69195326,41327780,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3
ILMN_2197030,1.91e-09,0.55781117,312147338,ZFYVE21,zinc finger FYVE-type containing 21
ILMN_3251742,1.93e-09,0.53233392,338753417,ZNF322,zinc finger protein 322
ILMN_1750409,1.94e-09,0.54341874,305855088,RAB9A,RAB9A, member RAS oncogene family
ILMN_1811560,1.94e-09,0.44484066,NA,,
ILMN_2108709,1.99e-09,-0.56604126,371874333,ANKRD11,ankyrin repeat domain 11
ILMN_1776674,2.03e-09,0.66623554,118918404,SAC3D1,SAC3 domain containing 1
ILMN_1668012,2.09e-09,-0.4402257,171906609,SLC25A13,solute carrier family 25 member 13
ILMN_2121437,2.09e-09,-0.52634318,55956787,NCL,nucleolin
ILMN_1777118,2.10e-09,0.67413224,289191400,INTS9,integrator complex subunit 9
ILMN_1690122,2.14e-09,0.45242879,219555643,CRKL,CRK like proto-oncogene, adaptor protein
ILMN_1737343,2.16e-09,-0.5507786,120953263,FNIP1,folliculin interacting protein 1
ILMN_1801845,2.25e-09,0.55250899,51093842,DNAL4,dynein axonemal light chain 4
ILMN_1714349,2.34e-09,0.51722129,1022943141,GLCE,glucuronic acid epimerase
ILMN_3290298,2.35e-09,0.48746718,NA,,
ILMN_1670666,2.35e-09,-0.77938715,106507163,RAB12,RAB12, member RAS oncogene family
ILMN_2348788,2.37e-09,-0.68899378,48255942,CD44,CD44 molecule (Indian blood group)
ILMN_2410771,2.37e-09,0.43861288,45269143,KEAP1,kelch like ECH associated protein 1
ILMN_1694174,2.38e-09,0.51770537,751557651,TRIM68,tripartite motif containing 68
ILMN_2398039,2.39e-09,-0.482509,91208416,TCERG1,transcription elongation regulator 1
ILMN_2232166,2.39e-09,0.55713905,554790308,CCDC90B,coiled-coil domain containing 90B
ILMN_1765500,2.43e-09,0.35852214,48255923,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3
ILMN_3188984,2.45e-09,-0.49841213,308081990,ZFAS1,ZNFX1 antisense RNA 1
ILMN_1690064,2.51e-09,0.54196276,343780964,SNX29P2,sorting nexin 29 pseudogene 2
ILMN_3285410,2.51e-09,-0.7349061,NA,,
ILMN_1735347,2.54e-09,0.49839106,188035927,MCEE,methylmalonyl-CoA epimerase
ILMN_1780533,2.57e-09,1.22018007,153252070,RNASE6,ribonuclease A family member k6
ILMN_2328666,2.57e-09,-1.61495675,94420687,CD83,CD83 molecule
ILMN_3213244,2.57e-09,-0.58158356,NA,,
ILMN_2157957,2.59e-09,0.43034769,214831569,GTF2H1,general transcription factor IIH subunit 1
ILMN_1798061,2.59e-09,0.48379821,198041764,ZFYVE26,zinc finger FYVE-type containing 26
ILMN_3244855,2.60e-09,-0.60668571,NA,,
ILMN_1682910,2.64e-09,0.42915003,568384732,SLC35B3,solute carrier family 35 member B3
ILMN_1744649,2.70e-09,0.30773001,574957087,PSMB5,proteasome subunit beta 5
ILMN_2336186,2.72e-09,0.4086492,74048544,LCMT1,leucine carboxyl methyltransferase 1
ILMN_3236130,2.72e-09,-0.61707081,NA,,
ILMN_2187727,2.73e-09,0.52911732,734520319,NOC3L,NOC3 like DNA replication regulator
ILMN_1790100,2.75e-09,0.45148452,194239693,DDIAS,DNA damage induced apoptosis suppressor
ILMN_2080637,2.78e-09,-0.57720084,160333173,ZBTB44,zinc finger and BTB domain containing 44
ILMN_1707240,2.82e-09,-0.72824329,665821289,PTBP2,polypyrimidine tract binding protein 2
ILMN_1657632,2.86e-09,1.01522476,115511045,ZMYM6,zinc finger MYM-type containing 6
ILMN_1751816,2.87e-09,0.43496528,212276111,MCTS1,MCTS1, re-initiation and release factor
ILMN_1703695,2.92e-09,0.67153757,365777414,C19orf12,chromosome 19 open reading frame 12
ILMN_2200636,2.92e-09,-0.54402625,301500641,KANSL1,KAT8 regulatory NSL complex subunit 1
ILMN_1774973,2.96e-09,-0.59047567,23466420,SNORD21,small nucleolar RNA, C/D box 21
ILMN_1759030,2.97e-09,-0.66997667,319655769,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5
ILMN_1678579,2.98e-09,0.4662181,169790951,CPT2,carnitine palmitoyltransferase 2
ILMN_1689774,3.03e-09,0.56704242,221139913,MRFAP1L1,Morf4 family associated protein 1 like 1
ILMN_3277850,3.03e-09,-0.61153784,NA,,
ILMN_1804642,3.03e-09,0.55963316,344925866,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1
ILMN_1806809,3.07e-09,0.4046138,503774394,ZNF189,zinc finger protein 189
ILMN_1732831,3.08e-09,0.75555381,528881275,CHST7,carbohydrate sulfotransferase 7
ILMN_3265343,3.09e-09,0.57420239,304434703,TMEM35B,transmembrane protein 35B
ILMN_2043452,3.09e-09,0.51343778,66879667,FANCE,Fanconi anemia complementation group E
ILMN_3251451,3.09e-09,0.36636655,153792355,MED31,mediator complex subunit 31
ILMN_1654504,3.09e-09,-0.72175645,88999595,CLEC7A,C-type lectin domain family 7 member A
ILMN_1801914,3.09e-09,-0.56729627,170014702,SH3BP2,SH3 domain binding protein 2
ILMN_1732967,3.09e-09,0.82556228,213417747,PPP1R18,protein phosphatase 1 regulatory subunit 18
ILMN_2041161,3.09e-09,-0.5452546,1003701508,DENND4A,DENN domain containing 4A
ILMN_2128668,3.13e-09,-0.70269155,311893301,FOXJ3,forkhead box J3
ILMN_2230672,3.16e-09,0.60732765,974005339,MRPL18,mitochondrial ribosomal protein L18
ILMN_1770339,3.17e-09,0.47464206,237858694,RPAIN,RPA interacting protein
ILMN_2154455,3.24e-09,0.41219357,635172831,ZNF330,zinc finger protein 330
ILMN_1749011,3.24e-09,0.52088323,223942038,NECAP2,NECAP endocytosis associated 2
ILMN_1731137,3.25e-09,0.46815355,47419912,TXNDC9,thioredoxin domain containing 9
ILMN_1748476,3.30e-09,-0.68786887,953514559,NOP58,NOP58 ribonucleoprotein
ILMN_1665066,3.34e-09,0.51453617,960139602,NOA1,nitric oxide associated 1
ILMN_2384807,3.39e-09,0.47956919,292494877,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1
ILMN_1702837,3.48e-09,0.37151715,300388181,PSMD1,proteasome 26S subunit, non-ATPase 1
ILMN_1872568,3.59e-09,0.36353082,8157574,,
ILMN_2096191,3.70e-09,0.47256892,20357567,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
ILMN_1768480,3.73e-09,0.46012685,548923782,VGLL4,vestigial like family member 4
ILMN_1783695,3.73e-09,0.52734235,62241041,EPRS,glutamyl-prolyl-tRNA synthetase
ILMN_1795128,3.73e-09,-0.5641848,401461782,PROSER1,proline and serine rich 1
ILMN_1707506,3.73e-09,-0.68317191,94536801,YTHDC1,YTH domain containing 1
ILMN_1787879,3.77e-09,0.67890387,315075336,ARL2,ADP ribosylation factor like GTPase 2
ILMN_1805812,3.89e-09,0.50254842,56550122,TOR1A,torsin family 1 member A
ILMN_1769517,3.91e-09,0.57286765,126032349,PRKDC,protein kinase, DNA-activated, catalytic polypeptide
ILMN_1695420,3.97e-09,0.48656476,296179378,CLTA,clathrin light chain A
ILMN_1758173,3.99e-09,0.51479724,306035185,TMEM99,transmembrane protein 99
ILMN_3193306,4.00e-09,0.5979113,148806868,TMEM251,transmembrane protein 251
ILMN_1705407,4.03e-09,0.49763926,343183410,NOP56,NOP56 ribonucleoprotein
ILMN_1684341,4.03e-09,0.35206062,NA,,
ILMN_1712888,4.05e-09,0.73028446,557357698,HSPH1,heat shock protein family H (Hsp110) member 1
ILMN_1665423,4.14e-09,-0.36646547,308081956,ZFP91,ZFP91 zinc finger protein
ILMN_1787511,4.36e-09,-0.66764871,254553430,THUMPD2,THUMP domain containing 2
ILMN_1725175,4.39e-09,-0.68030173,44680151,FOSL2,FOS like 2, AP-1 transcription factor subunit
ILMN_1719392,4.44e-09,0.3806179,299758401,FH,fumarate hydratase
ILMN_1685480,4.44e-09,0.52117929,386642858,TARS,threonyl-tRNA synthetase
ILMN_2084353,4.48e-09,0.76908522,333440432,M6PR,mannose-6-phosphate receptor, cation dependent
ILMN_1749297,4.52e-09,0.54601034,749502309,ACTL6A,actin like 6A
ILMN_3243461,4.52e-09,-0.58421264,149158720,RPRD1B,regulation of nuclear pre-mRNA domain containing 1B
ILMN_1754279,4.52e-09,-0.4710699,379991107,FBXW7,F-box and WD repeat domain containing 7
ILMN_1809583,4.52e-09,-0.56884305,119943101,CREBBP,CREB binding protein
ILMN_3238785,4.61e-09,-0.98093434,141802492,SNHG9,small nucleolar RNA host gene 9
ILMN_2072391,4.65e-09,-0.75836035,74315926,SNORD31,small nucleolar RNA, C/D box 31
ILMN_1671932,4.68e-09,0.52459,225543165,SAMM50,SAMM50 sorting and assembly machinery component
ILMN_1671621,4.72e-09,0.96274647,226530907,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase
ILMN_1737685,4.72e-09,0.84462993,1021087278,CRLS1,cardiolipin synthase 1
ILMN_1743506,4.72e-09,0.3560572,149363677,CCDC137,coiled-coil domain containing 137
ILMN_1685763,4.72e-09,-0.4391136,122939166,WDR45B,WD repeat domain 45B
ILMN_1664010,4.78e-09,-0.56667894,223941931,ELF1,E74 like ETS transcription factor 1
ILMN_1695432,4.80e-09,0.68203951,56699464,TPST2,tyrosylprotein sulfotransferase 2
ILMN_2329679,4.83e-09,0.84066293,56699464,TPST2,tyrosylprotein sulfotransferase 2
ILMN_1767263,4.85e-09,-0.62916245,NA,,
ILMN_1676905,4.85e-09,0.42389758,313661366,TIGD7,tigger transposable element derived 7
ILMN_1765076,4.88e-09,-0.4920506,82617617,APPL2,adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
ILMN_1672122,4.94e-09,-0.34669489,64085082,P4HTM,prolyl 4-hydroxylase, transmembrane
ILMN_1683204,4.98e-09,-0.74772041,968121889,GMEB2,glucocorticoid modulatory element binding protein 2
ILMN_1707339,4.98e-09,-0.76873888,195963404,BTG3,BTG anti-proliferation factor 3
ILMN_3231638,5.09e-09,-0.81598791,205277426,FAM160B1,family with sequence similarity 160 member B1
ILMN_1766200,5.10e-09,0.54132048,215820644,CALHM2,calcium homeostasis modulator 2
ILMN_2061043,5.26e-09,0.49560522,365733591,CD48,CD48 molecule
ILMN_3256325,5.33e-09,0.6567802,197304719,CYB561D1,cytochrome b561 family member D1
ILMN_1898124,5.35e-09,-0.64902741,21755604,SNHG15,small nucleolar RNA host gene 15
ILMN_3208229,5.36e-09,-0.67238706,NA,,
ILMN_1815107,5.38e-09,-0.46729559,303227922,MATR3,matrin 3
ILMN_1769810,5.48e-09,0.54858714,51944964,ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5
ILMN_2094938,5.49e-09,0.40751126,733214372,OMA1,OMA1 zinc metallopeptidase
ILMN_1718071,5.56e-09,-0.60291947,170763512,AGTPBP1,ATP/GTP binding protein 1
ILMN_2374159,5.57e-09,-0.63076338,NA,,
ILMN_1677133,5.59e-09,0.58839655,1000232088,MITD1,microtubule interacting and trafficking domain containing 1
ILMN_1752927,5.63e-09,-0.69912352,205277426,FAM160B1,family with sequence similarity 160 member B1
ILMN_2345837,5.70e-09,0.52483929,296179380,CLTA,clathrin light chain A
ILMN_1695414,5.75e-09,0.33069637,67782340,ASF1B,anti-silencing function 1B histone chaperone
ILMN_2167011,5.76e-09,0.60789048,157694518,ECHDC1,ethylmalonyl-CoA decarboxylase 1
ILMN_2397231,5.87e-09,-0.71691914,50312662,USP16,ubiquitin specific peptidase 16
ILMN_1745034,5.89e-09,-0.82000882,221139765,SLC11A2,solute carrier family 11 member 2
ILMN_1706261,6.00e-09,-0.61552034,222831574,SLCO3A1,solute carrier organic anion transporter family member 3A1
ILMN_2119486,6.15e-09,-0.51054763,215599966,DMTF1,cyclin D binding myb like transcription factor 1
ILMN_1672128,6.15e-09,-0.45190583,584277093,ATF4,activating transcription factor 4
ILMN_2183389,6.21e-09,0.36840844,34222234,TTC9C,tetratricopeptide repeat domain 9C
ILMN_1792314,6.21e-09,0.58498863,197313723,ACTR1A,ARP1 actin-related protein 1 homolog A, centractin alpha
ILMN_1817255,6.21e-09,-0.70225181,31873573,CCNT1,cyclin T1
ILMN_1790562,6.53e-09,-0.46640987,324072736,EYA3,EYA transcriptional coactivator and phosphatase 3
ILMN_2340259,6.59e-09,-1.18928084,82799480,PDE4B,phosphodiesterase 4B
ILMN_2339955,6.74e-09,-1.32530125,187423888,NR4A2,nuclear receptor subfamily 4 group A member 2
ILMN_2385220,6.75e-09,0.76546138,47132578,DFFA,DNA fragmentation factor subunit alpha
